"행정구역","2026년01월_계_총인구수","2026년01월_계_연령구간인구수","2026년01월_계_0~9세","2026년01월_계_10~19세","2026년01월_계_20~29세","2026년01월_계_30~39세","2026년01월_계_40~49세","2026년01월_계_50~59세","2026년01월_계_60~69세","2026년01월_계_70~79세","2026년01월_계_80~89세","2026년01월_계_90~99세","2026년01월_계_100세 이상","2026년02월_계_총인구수","2026년02월_계_연령구간인구수","2026년02월_계_0~9세","2026년02월_계_10~19세","2026년02월_계_20~29세","2026년02월_계_30~39세","2026년02월_계_40~49세","2026년02월_계_50~59세","2026년02월_계_60~69세","2026년02월_계_70~79세","2026년02월_계_80~89세","2026년02월_계_90~99세","2026년02월_계_100세 이상","2026년03월_계_총인구수","2026년03월_계_연령구간인구수","2026년03월_계_0~9세","2026년03월_계_10~19세","2026년03월_계_20~29세","2026년03월_계_30~39세","2026년03월_계_40~49세","2026년03월_계_50~59세","2026년03월_계_60~69세","2026년03월_계_70~79세","2026년03월_계_80~89세","2026년03월_계_90~99세","2026년03월_계_100세 이상","2026년04월_계_총인구수","2026년04월_계_연령구간인구수","2026년04월_계_0~9세","2026년04월_계_10~19세","2026년04월_계_20~29세","2026년04월_계_30~39세","2026년04월_계_40~49세","2026년04월_계_50~59세","2026년04월_계_60~69세","2026년04월_계_70~79세","2026년04월_계_80~89세","2026년04월_계_90~99세","2026년04월_계_100세 이상","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~9세","2026년06월_계_10~19세","2026년06월_계_20~29세","2026년06월_계_30~39세","2026년06월_계_40~49세","2026년06월_계_50~59세","2026년06월_계_60~69세","2026년06월_계_70~79세","2026년06월_계_80~89세","2026년06월_계_90~99세","2026년06월_계_100세 이상"
"충청남도 천안시 동남구 (4413100000)","262,353","262,353","14,484","25,022","32,160","33,114","39,091","46,082","40,638","20,531","9,361","1,831","39","262,718","262,718","14,393","25,188","32,204","33,000","38,989","46,157","40,825","20,719","9,356","1,848","39","263,206","263,206","14,358","25,198","32,300","33,106","38,809","46,159","41,031","20,939","9,380","1,889","37","263,373","263,373","14,311","25,135","32,325","33,147","38,700","46,245","41,133","21,035","9,388","1,917","37","263,552","263,552","14,253","25,129","32,367","33,178","38,673","46,174","41,250","21,153","9,415","1,926","34","263,653","263,653","14,222","25,053","32,380","33,208","38,667","46,219","41,287","21,234","9,430","1,916","37"
"충청남도 천안시 서북구 (4413300000)","401,916","401,916","29,036","43,007","52,779","65,167","70,032","65,428","46,238","19,858","8,748","1,594","29","402,028","402,028","28,863","43,007","52,684","65,004","70,100","65,546","46,411","20,030","8,746","1,608","29","401,874","401,874","28,667","43,017","52,494","65,002","69,927","65,542","46,611","20,196","8,751","1,638","29","402,018","402,018","28,565","43,019","52,309","65,092","69,806","65,645","46,830","20,341","8,743","1,641","27","402,306","402,306","28,460","43,030","52,176","65,203","69,819","65,691","46,966","20,497","8,770","1,666","28","402,529","402,529","28,312","43,116","52,029","65,242","70,020","65,638","47,044","20,625","8,802","1,673","28"
"충청남도 공주시 (4415000000)","99,730","99,730","3,569","7,620","10,109","8,017","10,924","16,232","20,618","13,514","7,385","1,705","37","99,551","99,551","3,532","7,600","9,996","7,966","10,899","16,210","20,623","13,603","7,347","1,738","37","99,843","99,843","3,497","7,875","10,067","7,935","10,833","16,189","20,594","13,725","7,322","1,768","38","99,885","99,885","3,495","7,870","10,078","7,930","10,800","16,183","20,597","13,809","7,302","1,780","41","99,841","99,841","3,453","7,906","10,036","7,934","10,753","16,179","20,567","13,897","7,293","1,782","41","99,757","99,757","3,436","7,871","10,033","7,918","10,755","16,169","20,536","13,927","7,302","1,769","41"
"충청남도 보령시 (4418000000)","91,882","91,882","3,888","7,051","6,896","7,440","11,024","15,852","18,478","13,045","6,820","1,350","38","91,621","91,621","3,846","6,998","6,816","7,378","10,982","15,802","18,448","13,132","6,816","1,364","39","91,434","91,434","3,834","6,916","6,770","7,364","10,921","15,749","18,387","13,255","6,819","1,378","41","91,367","91,367","3,808","6,888","6,761","7,355","10,880","15,730","18,409","13,300","6,806","1,389","41","91,353","91,353","3,775","6,900","6,737","7,373","10,845","15,729","18,405","13,344","6,809","1,395","41","91,260","91,260","3,763","6,884","6,691","7,380","10,850","15,698","18,394","13,366","6,804","1,391","39"
"충청남도 아산시 (4420000000)","360,019","360,019","28,668","40,659","37,617","52,374","64,314","56,197","43,264","23,225","11,460","2,209","32","360,864","360,864","28,671","40,829","37,548","52,292","64,531","56,380","43,470","23,410","11,453","2,247","33","361,590","361,590","28,585","40,907","37,461","52,522","64,519","56,525","43,644","23,647","11,468","2,277","35","362,431","362,431","28,514","41,044","37,511","52,672","64,541","56,700","43,857","23,786","11,458","2,314","34","363,223","363,223","28,437","41,115","37,544","52,759","64,688","56,912","43,990","23,928","11,477","2,338","35","363,678","363,678","28,410","41,163","37,500","52,787","64,784","57,033","44,106","24,020","11,504","2,335","36"
"충청남도 서산시 (4421000000)","172,297","172,297","10,406","16,832","15,512","19,465","25,081","29,832","27,484","16,513","8,991","2,127","54","171,893","171,893","10,314","16,716","15,367","19,353","24,952","29,859","27,553","16,596","8,949","2,181","53","171,556","171,556","10,212","16,612","15,222","19,366","24,843","29,756","27,631","16,700","8,951","2,213","50","171,393","171,393","10,168","16,615","15,103","19,345","24,741","29,781","27,640","16,806","8,908","2,236","50","171,306","171,306","10,111","16,583","15,059","19,300","24,679","29,792","27,674","16,888","8,914","2,258","48","171,136","171,136","10,010","16,593","15,029","19,272","24,670","29,743","27,677","16,913","8,920","2,262","47"
"충청남도 논산시 (4423000000)","106,615","106,615","4,634","8,298","8,370","9,061","12,055","17,994","21,425","14,631","8,283","1,828","36","106,522","106,522","4,600","8,301","8,315","8,989","12,004","18,008","21,419","14,735","8,260","1,852","39","106,295","106,295","4,576","8,227","8,274","8,974","11,947","17,901","21,382","14,881","8,221","1,872","40","106,198","106,198","4,563","8,188","8,261","8,955","11,941","17,853","21,385","14,952","8,175","1,885","40","106,094","106,094","4,544","8,157","8,224","8,969","11,877","17,824","21,360","15,007","8,193","1,899","40","105,977","105,977","4,534","8,141","8,207","8,966","11,865","17,795","21,308","15,049","8,194","1,879","39"
"충청남도 계룡시 (4425000000)","45,885","45,885","3,183","6,099","4,415","5,222","7,831","8,330","6,140","3,112","1,260","288","5","45,990","45,990","3,222","6,120","4,381","5,247","7,813","8,348","6,154","3,148","1,262","290","5","45,959","45,959","3,234","6,053","4,369","5,286","7,767","8,348","6,171","3,165","1,274","287","5","45,960","45,960","3,248","6,021","4,337","5,298","7,752","8,365","6,174","3,212","1,262","286","5","45,972","45,972","3,251","6,009","4,357","5,287","7,739","8,356","6,188","3,230","1,265","285","5","45,959","45,959","3,240","6,006","4,339","5,268","7,747","8,340","6,210","3,250","1,266","288","5"
"충청남도 당진시 (4427000000)","172,414","172,414","11,338","17,080","13,930","20,480","27,592","28,927","26,865","15,770","8,589","1,805","38","172,251","172,251","11,260","17,030","13,878","20,372","27,555","28,952","26,925","15,834","8,576","1,831","38","172,249","172,249","11,193","16,960","13,821","20,437","27,449","28,923","27,004","15,966","8,571","1,887","38","172,290","172,290","11,129","16,949","13,818","20,410","27,379","28,993","27,034","16,068","8,568","1,906","36","172,285","172,285","11,073","16,948","13,734","20,424","27,361","29,013","27,022","16,164","8,591","1,919","36","172,400","172,400","11,044","16,961","13,722","20,411","27,405","29,041","27,078","16,182","8,596","1,924","36"
"충청남도 금산군 (4471000000)","48,804","48,804","1,533","3,899","3,108","2,937","4,863","8,387","11,059","7,721","4,421","860","16","48,741","48,741","1,524","3,860","3,087","2,925","4,848","8,360","11,114","7,728","4,404","875","16","48,853","48,853","1,500","3,930","3,075","2,924","4,832","8,350","11,144","7,787","4,407","887","17","48,959","48,959","1,502","3,914","3,097","2,941","4,824","8,365","11,183","7,830","4,393","894","16","48,975","48,975","1,492","3,908","3,092","2,941","4,807","8,383","11,202","7,838","4,403","892","17","48,939","48,939","1,464","3,922","3,090","2,932","4,788","8,363","11,215","7,858","4,396","894","17"
"충청남도 부여군 (4476000000)","58,223","58,223","1,621","3,795","3,578","3,441","5,368","9,074","13,411","10,153","6,275","1,469","38","58,036","58,036","1,583","3,763","3,524","3,373","5,358","9,084","13,358","10,225","6,250","1,482","36","57,984","57,984","1,561","3,768","3,500","3,376","5,334","9,077","13,286","10,314","6,244","1,487","37","57,907","57,907","1,540","3,758","3,479","3,378","5,315","9,058","13,258","10,387","6,207","1,490","37","57,822","57,822","1,520","3,742","3,480","3,357","5,307","9,021","13,225","10,448","6,173","1,513","36","57,762","57,762","1,515","3,726","3,458","3,358","5,299","9,017","13,175","10,473","6,188","1,516","37"
"충청남도 서천군 (4477000000)","47,172","47,172","1,400","2,801","2,805","2,770","4,323","7,428","10,476","8,650","5,275","1,229","15","47,074","47,074","1,396","2,775","2,787","2,734","4,275","7,446","10,436","8,707","5,256","1,247","15","46,982","46,982","1,376","2,773","2,756","2,735","4,238","7,410","10,421","8,765","5,234","1,258","16","46,890","46,890","1,363","2,761","2,732","2,724","4,204","7,407","10,418","8,810","5,191","1,264","16","46,844","46,844","1,347","2,764","2,705","2,727","4,195","7,393","10,415","8,834","5,185","1,260","19","46,761","46,761","1,326","2,760","2,688","2,711","4,195","7,400","10,402","8,832","5,171","1,258","18"
"충청남도 청양군 (4479000000)","29,958","29,958","813","1,829","2,249","1,744","2,553","4,694","7,096","5,036","3,182","755","7","29,919","29,919","814","1,823","2,199","1,731","2,533","4,703","7,098","5,076","3,166","769","7","30,077","30,077","800","1,944","2,223","1,736","2,529","4,702","7,084","5,119","3,147","785","8","30,088","30,088","807","1,931","2,212","1,747","2,520","4,708","7,095","5,136","3,134","790","8","30,081","30,081","811","1,914","2,199","1,738","2,533","4,679","7,107","5,177","3,117","798","8","30,051","30,051","806","1,892","2,201","1,747","2,535","4,652","7,109","5,187","3,118","796","8"
"충청남도 홍성군 (4480000000)","100,835","100,835","6,008","9,448","8,296","10,525","13,224","16,224","17,158","11,778","6,650","1,499","25","101,040","101,040","6,044","9,439","8,291","10,545","13,266","16,258","17,158","11,869","6,614","1,532","24","101,143","101,143","6,029","9,449","8,211","10,607","13,249","16,261","17,190","11,941","6,599","1,583","24","101,338","101,338","6,017","9,465","8,241","10,644","13,248","16,294","17,220","12,001","6,596","1,588","24","101,443","101,443","6,013","9,463","8,242","10,660","13,274","16,321","17,213","12,058","6,585","1,588","26","101,566","101,566","5,999","9,472","8,243","10,685","13,298","16,325","17,257","12,077","6,595","1,589","26"
"충청남도 예산군 (4481000000)","78,722","78,722","3,225","5,491","5,439","6,556","8,442","12,871","16,429","11,906","6,861","1,468","34","78,647","78,647","3,218","5,468","5,419","6,520","8,391","12,837","16,449","11,999","6,827","1,483","36","78,604","78,604","3,192","5,470","5,393","6,512","8,367","12,798","16,425","12,079","6,831","1,500","37","78,460","78,460","3,176","5,448","5,360","6,504","8,317","12,772","16,413","12,132","6,797","1,504","37","78,337","78,337","3,162","5,429","5,308","6,497","8,300","12,740","16,390","12,188","6,779","1,506","38","78,318","78,318","3,160","5,402","5,306","6,491","8,302","12,743","16,382","12,216","6,778","1,500","38"
"충청남도 태안군 (4482500000)","59,379","59,379","1,938","3,697","3,820","3,933","6,257","9,835","13,531","9,890","5,321","1,134","23","59,169","59,169","1,900","3,671","3,776","3,867","6,184","9,832","13,510","9,941","5,326","1,138","24","59,177","59,177","1,885","3,649","3,786","3,881","6,136","9,804","13,505","9,989","5,355","1,164","23","59,132","59,132","1,871","3,630","3,777","3,873","6,107","9,776","13,523","10,053","5,322","1,177","23","59,083","59,083","1,847","3,631","3,745","3,874","6,073","9,759","13,518","10,089","5,340","1,184","23","59,039","59,039","1,829","3,646","3,737","3,856","6,065","9,740","13,498","10,106","5,359","1,181","22"
"전북특별자치도  (5200000000)","1,723,497","1,723,497","87,384","159,356","171,351","172,634","226,350","298,367","291,681","192,591","102,843","20,484","456","1,721,941","1,721,941","86,844","158,975","170,357","172,044","225,880","298,287","292,325","193,338","102,708","20,720","463","1,720,812","1,720,812","86,319","158,779","169,476","172,470","224,769","297,368","293,149","194,473","102,598","20,949","462","1,720,203","1,720,203","85,902","158,552","168,972","172,751","223,943","297,192","293,723","194,981","102,575","21,152","460","1,719,420","1,719,420","85,420","158,318","168,475","172,871","223,238","296,833","294,070","195,478","102,927","21,326","464","1,718,633","1,718,633","85,101","158,080","168,048","172,911","223,171","296,378","294,143","195,797","103,205","21,330","469"
"전북특별자치도 전주시 (5211000000)","624,241","624,241","36,582","66,175","76,247","74,620","91,880","107,936","88,603","53,335","24,420","4,366","77","623,433","623,433","36,271","66,113","75,911","74,296","91,731","107,843","88,811","53,568","24,426","4,384","79","622,915","622,915","36,048","66,031","75,710","74,382","91,240","107,553","89,021","53,941","24,462","4,443","84","622,242","622,242","35,850","65,922","75,406","74,431","90,903","107,419","89,133","54,108","24,511","4,476","83","621,760","621,760","35,623","65,832","75,182","74,444","90,609","107,334","89,218","54,264","24,659","4,509","86","620,874","620,874","35,507","65,673","74,868","74,309","90,549","107,116","89,133","54,331","24,784","4,518","86"
"전북특별자치도 전주시 완산구 (5211100000)","315,800","315,800","16,040","31,183","38,910","36,442","43,639","56,357","48,402","29,322","12,993","2,466","46","315,217","315,217","15,859","31,092","38,638","36,360","43,544","56,231","48,525","29,454","12,994","2,472","48","314,736","314,736","15,740","30,990","38,427","36,430","43,284","56,011","48,621","29,649","13,024","2,508","52","314,400","314,400","15,626","30,959","38,254","36,512","43,115","55,881","48,655","29,755","13,064","2,528","51","314,034","314,034","15,511","30,930","38,045","36,491","42,988","55,780","48,708","29,850","13,138","2,541","52","313,529","313,529","15,425","30,848","37,880","36,393","42,942","55,632","48,726","29,886","13,200","2,545","52"
"전북특별자치도 전주시 덕진구 (5211300000)","308,441","308,441","20,542","34,992","37,337","38,178","48,241","51,579","40,201","24,013","11,427","1,900","31","308,216","308,216","20,412","35,021","37,273","37,936","48,187","51,612","40,286","24,114","11,432","1,912","31","308,179","308,179","20,308","35,041","37,283","37,952","47,956","51,542","40,400","24,292","11,438","1,935","32","307,842","307,842","20,224","34,963","37,152","37,919","47,788","51,538","40,478","24,353","11,447","1,948","32","307,726","307,726","20,112","34,902","37,137","37,953","47,621","51,554","40,510","24,414","11,521","1,968","34","307,345","307,345","20,082","34,825","36,988","37,916","47,607","51,484","40,407","24,445","11,584","1,973","34"
"전북특별자치도 군산시 (5213000000)","256,127","256,127","13,885","25,181","23,955","25,833","37,815","45,669","41,859","27,381","12,311","2,187","51","255,886","255,886","13,768","25,114","23,811","25,705","37,771","45,689","41,964","27,480","12,309","2,223","52","255,565","255,565","13,668","25,031","23,603","25,765","37,623","45,555","42,064","27,633","12,323","2,251","49","255,598","255,598","13,592","25,006","23,563","25,822","37,510","45,589","42,137","27,697","12,356","2,278","48","255,649","255,649","13,508","24,986","23,558","25,862","37,430","45,567","42,199","27,765","12,440","2,283","51","255,591","255,591","13,437","24,984","23,523","25,840","37,391","45,538","42,219","27,810","12,521","2,277","51"
"전북특별자치도 익산시 (5214000000)","266,967","266,967","12,863","24,523","28,452","27,197","34,328","47,507","46,243","28,845","14,179","2,772","58","266,797","266,797","12,792","24,466","28,318","27,149","34,246","47,455","46,342","28,997","14,184","2,792","56","266,973","266,973","12,726","24,567","28,327","27,259","34,112","47,307","46,448","29,162","14,179","2,832","54","266,952","266,952","12,670","24,537","28,262","27,345","33,965","47,310","46,464","29,310","14,186","2,847","56","266,818","266,818","12,583","24,515","28,209","27,355","33,847","47,248","46,485","29,430","14,229","2,862","55","266,758","266,758","12,530","24,475","28,164","27,414","33,849","47,137","46,491","29,502","14,281","2,859","56"
"전북특별자치도 정읍시 (5218000000)","101,129","101,129","4,178","8,132","8,231","7,925","11,489","17,827","19,184","13,678","8,532","1,918","35","100,980","100,980","4,158","8,106","8,124","7,920","11,440","17,826","19,236","13,687","8,521","1,927","35","100,795","100,795","4,122","8,057","8,006","7,951","11,363","17,784","19,303","13,741","8,495","1,936","37","100,724","100,724","4,111","8,045","7,981","7,953","11,313","17,740","19,375","13,746","8,468","1,955","37","100,683","100,683","4,100","8,009","7,958","7,960","11,280","17,726","19,406","13,749","8,493","1,968","34","100,738","100,738","4,071","8,016","7,951","7,980","11,305","17,719","19,434","13,762","8,508","1,957","35"
"전북특별자치도 남원시 (5219000000)","74,364","74,364","3,202","6,039","5,574","5,430","8,127","13,289","14,211","10,577","6,432","1,446","37","74,243","74,243","3,176","5,990","5,535","5,401","8,090","13,282","14,221","10,611","6,414","1,485","38","74,065","74,065","3,154","5,946","5,430","5,426","8,043","13,208","14,269","10,661","6,406","1,480","42","74,055","74,055","3,128","5,943","5,410","5,429","7,997","13,219","14,311","10,675","6,405","1,498","40","73,937","73,937","3,099","5,920","5,349","5,429","7,947","13,195","14,332","10,695","6,424","1,505","42","73,812","73,812","3,107","5,908","5,293","5,424","7,936","13,136","14,306","10,712","6,439","1,510","41"
"전북특별자치도 김제시 (5221000000)","81,823","81,823","3,444","5,680","6,317","6,840","8,702","13,265","16,439","11,950","7,395","1,753","38","81,743","81,743","3,443","5,642","6,275","6,818","8,678","13,265","16,454","11,990","7,365","1,772","41","81,713","81,713","3,447","5,622","6,206","6,897","8,614","13,236","16,463","12,071","7,323","1,794","40","81,758","81,758","3,461","5,610","6,200","6,939","8,596","13,219","16,497","12,092","7,302","1,802","40","81,665","81,665","3,479","5,587","6,157","6,938","8,560","13,166","16,494","12,120","7,305","1,820","39","81,631","81,631","3,483","5,587","6,135","6,955","8,554","13,142","16,455","12,142","7,321","1,818","39"
